1	0.35
0.9	0.5
0.86	0.5
0.82	0.54
0.82	0.56
0.82	0.57
0.8	0.62
0.78	0.64
0.76	0.64
0.75	0.67
0.74	0.68
0.73	0.68
0.7	0.7
0.65	0.7
0.64	0.72
0.63	0.73
0.63	0.74
0.62	0.74
0.62	0.75
0.61	0.75
0.6	0.75
0.6	0.76
0.6	0.76
0.6	0.77
0.58	0.77
0.57	0.78
0.57	0.78
0.56	0.79
0.55	0.79
0.53	0.79
0.53	0.8
0.52	0.8
0.52	0.8
0.52	0.8
0.52	0.8
0.52	0.82
0.51	0.83
0.49	0.83
0.49	0.86
0.48	0.86
0.47	0.87
0.46	0.9
0.45	0.9
0.45	0.9
0.44	0.92
0.44	0.92
0.44	0.93
0.44	0.93
0.44	0.94
0.44	0.94
0.43	0.94
0.42	0.96
0.4	0.96
0.35	0.97
0.32	0.97
0.29	0.99
0.28	0.99
0.25	1
0.25	1
0.24	1
